variety,modal,sentence,a1sense,a2sense,a3sense,tag,original sentence
IndianEnglish,must,Now the summer must be over in Bombay and the usual spate of rains started,epistemic,epistemic,epistemic,<ICE-IND:W1B-012#44:1>," Now the summer must be over in Bombay and the usual
 spate of rains  
 started. </p> 
  
 <p> 
 "
IndianEnglish,must,I am very doubtful you could see Shinde looking to the present political unrest but alongwith the OUP work you must also have got a clearance from the Parliamentary Secretary for making use of the telecast deliberations in the parliament,deontic,epistemic,deontic,<ICE-IND:W1B-002#83:1>," I am very doubtful, you could see Shinde, looking to the present  
 political unrest; but alongwith the OUP work ( ? ) you must also have got a  
 clearance from the Parliamentary Secretary for making use of the telecast  
 deliberations in the parliament. 
 
 "
IndianEnglish,must,We must remember that India is also our mother we have to make India best in all services by serving helping in the world,deontic,deontic,deontic,<ICE-IND:W1A-001#119:2>," We must remember that India is also our mother & we have to make
 India best in all services by serving & helping in the world.
 
 "
IndianEnglish,must,Their destiny is aligned with this country their interests must be safeguarded,deontic,deontic,deontic,<ICE-IND:W2F-001#35:1>," <X> <quote> "" Their destiny is aligned with this country, their
 interests must be safeguarded.
 
 "
IndianEnglish,must,Furthermore the facility must be utilized round the clock so as to make full use of an expensive constantly decaying source,deontic,deontic,deontic,<ICE-IND:W2B-035#83:1>," Furthermore, the facility must be utilized round the clock so as to
 make full use of an expensive, constantly decaying source.
 
 "
IndianEnglish,must,To put it conversely the poverty line must be lowered so that there are more people who outsurface it,deontic,deontic,deontic,<ICE-IND:W2A-012#60:1>," To put it conversely, the poverty line must be lowered so that there
 are more people who out-surface it.
 
 "
IndianEnglish,must,I know that you must have sent the fax from some office,epistemic,epistemic,epistemic,<ICE-IND:W1B-011#205:1>," I know that you must have sent the fax from some
 office. 
 
 "
IndianEnglish,must,In which that case you must arrange to stay with us for a longer time before you proceed to Europe,deontic,deontic,deontic,<ICE-IND:W1B-015#102:2>," In <del> which </del> that case you must arrange to stay with us for  
 a longer time before you proceed to Europe. 
 
 "
IndianEnglish,must,He must see the writing on the wall,epistemic,epistemic,deontic,<ICE-IND:W2E-009#97:3>," He must see the writing on the wall. </p> </I>
 <I>
 
 "
IndianEnglish,must,Three forest officials must exercise strict vigilance to ensure that a thoughtless use of forest resources does not disrupt the country's environmental balance,deontic,deontic,deontic,<ICE-IND:W2D-004#45:1>," Three, forest officials must exercise strict vigilance to ensure that
 a thoughtless use of forest resources does not disrupt the <w> country's </w>
 environmental balance.
 
 "
IndianEnglish,must,For generating adequate transglottal airflow to produce voicing andor aspiration associated with various categories of stop consonants the adjustments of the glottis and the articulators must be spatiotemporally coordinated,deontic,deontic,deontic,<ICE-IND:W2A-004#15:1>," For generating adequate transglottal airflow to produce voicing
 and/or aspiration associated with various categories of stop consonants, the
 adjustments of the glottis and the articulators must be spatiotemporally
 coordinated.
 
 "
IndianEnglish,must,This must be the reason why the Army has got rid of the elected Government and installed in its place a puppet regime,epistemic,epistemic,epistemic,<ICE-IND:W2E-001#40:2>," This must be the reason why the Army has got rid of the elected
 Government and installed in its place a puppet regime.
 
 "
IndianEnglish,must,Even so a very careful thought must be given to any kind of legislation that is likely to be abused and misused either by the existing Government or the succeeding regimes,deontic,deontic,deontic,<ICE-IND:W2E-009#47:2>," Even so, a very careful thought must be given to any kind of
 legislation that is likely to be abused and misused either by the existing
 Government or the succeeding regimes.
 
 "
IndianEnglish,must,If we want our young people to come back and pass on their knowledge we must offer them some concrete way they can help Jini says,deontic,deontic,deontic,<ICE-IND:W2B-009#96:1>," <quote> "" If we want our young people to come back and pass on their
 knowledge, we must offer them some concrete way they can help,"" </quote> Jini
 says.
 
 "
IndianEnglish,must,And although it is true that artistes in the real sense are born they are not made yet it must be impressed upon intending young performers that there are certain basic requirements which they have to fulfil if they wish to perform at formal concerts,deontic,deontic,deontic,<ICE-IND:W2D-013#31:1>," And, although it is true that artistes, in the real sense, are born,
 they are not made, yet it must be impressed upon intending young
 performers that there are certain basic requirements which they have to
 fulfil if they wish to perform at formal concerts.
 
 "
IndianEnglish,could,He was on the offensive on Wednesday while awaiting the Supreme Court's verdict and clarified that he was anxious to effect a wholesale takeover of liquor distribution so that all revenue leakages could be plugged,epistemic,dynamic,dynamic,<ICE-IND:W2E-010#75:2>," He was on the offensive on Wednesday while awaiting the Supreme <w>
 Court's </w> verdict and clarified that he was anxious to effect a wholesale
 takeover of liquor distribution so that all revenue leakages could be
 plugged.
 
 "
IndianEnglish,could,He has to recognise the probablity of newer data other proofs more conveining convincing another point of view more forceful which could effectively after the conclusions he has arrived at or may even disprove it which he upholds,epistemic,epistemic,epistemic,<ICE-IND:W1A-002#16:1>," He has to recognise the probablity of newer data other proofs more
 <}> <-> conveining </-> <+> convincing </+> </}> , another point of view,
 more forceful which could effectively <+> ( </+> after the conclusions he has
 arrived at, or may even disprove <+> it </+> <+> ) </+> <-> which he </->
 upholds.
 
 "
IndianEnglish,could,Only Scheduled Castes and Tribes candidates could qualify on merit in the IAS and six in the IPS between and there being none in and,dynamic,dynamic,dynamic,<ICE-IND:W2B-016#44:1>," Only 10 Scheduled Castes and Tribes candidates could qualify on merit
 in the IAS and six in the IPS, between 1969 and 1978, there being none in
 1976 and 1977.
 
 "
IndianEnglish,could,However none of the enzymes could reach its control level indicating that either the peripheral androgens alone cannot restore the normal functioning of the epididymis or it is due to any of the other reasons see below,dynamic,dynamic,dynamic,<ICE-IND:W2A-027#113:1>," However, none of the enzymes could reach its control level
 indicating that either the peripheral androgens alone cannot restore the
 normal functioning of the epididymis or it is due to any of the other reasons
 ( see below).
 
 "
IndianEnglish,could,Neither however could have accomplished much without the backing of public opinion and the support of the media,dynamic,epistemic,epistemic,<ICE-IND:W2B-011#9:1>," Neither, however, could have accomplished much without the
 backing of public opinion and the support of the media.
 
 "
IndianEnglish,could,Jason felt he could hear angels singing,dynamic,dynamic,dynamic,<ICE-IND:W2F-017#171:1>," Jason felt he could hear angels singing. </p>
 
 <p> 
 "
IndianEnglish,could,As he remarks tellingly in the chapter on Kipling and Forster It did not occur to me that the East could be considered mysterious' until I read Western writings about it,epistemic,epistemic,epistemic,<ICE-IND:W2A-007#52:1>," As he remarks tellingly in the chapter on Kipling and Forster,
 <quote> "" It did not occur to me that the East could be considered <quote> `
 mysterious' </quote> until I read Western writings about it."" </quote>
 <fnr> <sp> 17 </sp> </fnr> </p>
 
 "
IndianEnglish,could,The CPU could get bogged down by slow peripherals and may have to wait to service many input output IO cells,epistemic,epistemic,epistemic,<ICE-IND:W2B-036#30:1>," The CPU, could get bogged down by slow peripherals and may have to
 wait to service many input / output ( I/O ) cells.
 
 "
IndianEnglish,could,I think I played as well as I could,dynamic,dynamic,dynamic,<ICE-IND:W2C-016#124:2>," <X> <quote> "" I think I played as well as I could.
 
 "
IndianEnglish,could,But because they were not designed to be retrieved there could be problems with harnessing them and storing them in the shuttle,epistemic,epistemic,epistemic,<ICE-IND:W2B-026#66:1>," But because they were not designed to be retrieved, there could be
 problems with harnessing them and storing them in the shuttle.
 
 "
IndianEnglish,could,However we still feel a place could have been found for Dilip Vengasarkar who has done well in home competitions after withdrawing from the Pakistan tour,epistemic,epistemic,epistemic,<ICE-IND:W2E-009#63:2>," However, we still feel, a place could have been found for Dilip
 Vengasarkar, who has done well in home competitions after withdrawing from
 the Pakistan tour.
 
 "
IndianEnglish,could,Plants could provide him valuable material such as food furs nuts b lack etc,epistemic,epistemic,dynamic,<ICE-IND:W1A-012#121:9>," Plants could provide him valuable material such as food, furs,
 nuts <del> b </del> <}> <-> lack </-> <+> <indig> lac </indig> </+> </}>
 <indig> Dink </indig> etc.
 
 "
IndianEnglish,could,So Ho how could they offer afford to spend t money of on the education of chi there their children,dynamic,x,dynamic,<ICE-IND:W1A-011#115:5>," So <del> Ho </del> how could they <}> <-> offer </-> <+> afford </+>
 </}> to spend <del> t </del> money <}> <-> of </-> <+> on </+> </}> the
 education of <del> chi </del> <}> <-> there </-> <+> their </+> </}>
 children.
 
 "
IndianEnglish,could,Only temple architecture could be said to be an exception here,epistemic,epistemic,dynamic,<ICE-IND:W2A-010#95:1>," Only temple architecture could be said to be an exception here.
 
 "
